,SUT,Paths,Methods,Operations,Parametric Operations,Parametered Operations,Used Parameters,Distinct Parameters,Parameters Per Operations,Path Depth,Path Depth Variance,Example Rate,Default Rate,Type,Method Count
16,ArtAPI_-_LAB-3_Grupo_2_1,8,4,19,15,19,62,21,3.263157894736842,2.0526315789473686,1.2077562326869806,0.0,0.0,"{""boolean"": {""num"": 3, ""format"": []}, ""string"": {""num"": 58, ""format"": []}, ""object"": {""num"": 6, ""format"": []}}","{""get"": 6, ""put"": 3, ""post"": 5, ""delete"": 5}"
17,DCSA_OpenAPI_specification_for_responding_to_an_issuance_request,1,1,1,0,1,4,4,4.0,2.0,0.0,1.0,0.0,"{""string"": {""num"": 3, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""post"": 1}"
18,Common_Services_1,4,1,4,0,0,0,0,0.0,1.0,0.0,0.0,0.0,{},"{""get"": 4}"
19,app_1,1,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,{},"{""get"": 1}"
20,cph_keyBlockNumber_1,1,1,1,0,1,4,4,4.0,0.0,0.0,0.75,0.0,"{""object"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}, ""string"": {""num"": 3, ""format"": []}}","{""post"": 1}"
21,Sambandha_API_1,4,4,8,6,8,21,11,2.625,1.75,0.1875,0.0,0.0,"{""object"": {""num"": 4, ""format"": []}, ""string"": {""num"": 19, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}}","{""post"": 2, ""get"": 2, ""put"": 2, ""delete"": 2}"
22,API_Visanet_eCommerce_v2,12,2,12,10,11,102,68,8.5,3.75,2.1875,0.0,0.0,"{""string"": {""num"": 87, ""format"": []}, ""object"": {""num"": 3, ""format"": []}, ""number"": {""num"": 6, ""format"": []}, ""integer"": {""num"": 4, ""format"": []}, ""boolean"": {""num"": 5, ""format"": []}}","{""post"": 5, ""get"": 7}"
23,Book_Management_1,7,4,11,9,10,45,12,4.090909090909091,2.0,0.3636363636363636,0.0,0.0,"{""string"": {""num"": 27, ""format"": [""date-time""]}, ""object"": {""num"": 3, ""format"": []}, ""integer"": {""num"": 18, ""format"": []}, ""array"": {""num"": 1, ""format"": []}}","{""get"": 7, ""post"": 2, ""put"": 1, ""delete"": 1}"
24,API_FACTURACION_TECM_1,1,1,1,1,1,7,7,7.0,1.0,0.0,0.0,0.0,"{""string"": {""num"": 6, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""get"": 1}"
25,API_Connector_1,4,1,4,4,4,13,7,3.25,4.25,0.1875,0.0,0.0,"{""string"": {""num"": 13, ""format"": []}}","{""get"": 4}"
26,CodeBlues_Microservice_1,4,4,6,2,4,10,7,1.6666666666666667,1.3333333333333333,0.2222222222222222,0.7,0.0,"{""array"": {""num"": 1, ""format"": []}, ""string"": {""num"": 8, ""format"": [""uuid""]}, ""object"": {""num"": 2, ""format"": []}, ""number"": {""num"": 2, ""format"": []}}","{""delete"": 2, ""get"": 1, ""post"": 2, ""put"": 1}"
27,Black_Diamond_-_Rate_Quote_API_3,3,1,3,0,3,113,33,37.666666666666664,2.6666666666666665,0.2222222222222222,0.9292035398230089,0.0,"{""string"": {""num"": 91, ""format"": []}, ""object"": {""num"": 3, ""format"": []}, ""integer"": {""num"": 16, ""format"": []}}","{""post"": 3}"
28,API1_0,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,"{""string"": {""num"": 1, ""format"": []}}","{""get"": 1}"
29,API_Caritas_MTY_3,7,3,7,0,5,10,8,1.4285714285714286,1.0,0.0,0.0,0.0,"{""object"": {""num"": 5, ""format"": []}, ""string"": {""num"": 6, ""format"": []}, ""integer"": {""num"": 4, ""format"": []}}","{""put"": 2, ""get"": 2, ""post"": 3}"
30,Customer_Engagement_Tool_APIs_1,1,2,2,1,2,16,16,8.0,3.0,0.0,0.8125,0.0,"{""string"": {""num"": 13, ""format"": [""uuid"", ""date-time""]}, ""integer"": {""num"": 3, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 1, ""post"": 1}"
31,MarsGate_1,9,4,9,7,7,14,8,1.5555555555555556,1.6666666666666667,0.2222222222222222,0.0,0.0,"{""integer"": {""num"": 7, ""format"": []}, ""object"": {""num"": 3, ""format"": []}, ""string"": {""num"": 7, ""format"": []}}","{""post"": 1, ""get"": 2, ""put"": 5, ""delete"": 1}"
32,活動履歴情報取得API_1,1,1,1,1,1,2,2,2.0,5.0,0.0,0.0,0.0,"{""string"": {""num"": 2, ""format"": []}}","{""get"": 1}"
33,Devoxx_Mobile_API_v1,4,2,4,2,3,10,8,2.5,2.5,0.25,0.0,0.0,"{""string"": {""num"": 8, ""format"": []}, ""object"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}}","{""get"": 3, ""post"": 1}"
34,Comunicação_core_-_periféricos_1,5,2,5,0,5,26,8,5.2,2.0,0.0,0.0,0.0,"{""string"": {""num"": 22, ""format"": []}, ""object"": {""num"": 3, ""format"": []}}","{""get"": 2, ""post"": 3}"
35,Doclogix_Cloud_API_1,11,4,16,10,15,64,15,4.0,1.875,0.234375,0.03125,0.015625,"{""object"": {""num"": 6, ""format"": []}, ""integer"": {""num"": 18, ""format"": []}, ""string"": {""num"": 43, ""format"": [""binary""]}, ""array"": {""num"": 4, ""format"": []}}","{""put"": 2, ""post"": 6, ""get"": 6, ""delete"": 2}"
36,Replan_API_multiuser_v1,17,3,17,1,12,26,19,1.5294117647058822,2.0588235294117645,0.2906574394463668,0.0,0.0,"{""object"": {""num"": 11, ""format"": []}, ""string"": {""num"": 22, ""format"": []}, ""number"": {""num"": 2, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""post"": 5, ""get"": 6, ""put"": 6}"
37,Anna_Karenina_1,14,4,20,12,18,72,19,3.6,2.0,0.3,0.0277777777777777,0.0277777777777777,"{""object"": {""num"": 7, ""format"": []}, ""integer"": {""num"": 23, ""format"": []}, ""string"": {""num"": 44, ""format"": [""binary"", ""date-time""]}, ""array"": {""num"": 4, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""put"": 2, ""post"": 7, ""get"": 8, ""delete"": 3}"
38,Auchan_Ecommerce_API_0,3,1,3,2,2,9,8,3.0,1.0,0.0,0.0,0.1111111111111111,"{""integer"": {""num"": 6, ""format"": []}, ""string"": {""num"": 2, ""format"": []}}","{""get"": 3}"
39,Api_para_transferencias_inmediatas_0,6,4,6,6,6,42,32,7.0,3.0,0.3333333333333333,0.0,0.0,"{""integer"": {""num"": 10, ""format"": []}, ""string"": {""num"": 26, ""format"": [""date-time""]}, ""object"": {""num"": 2, ""format"": []}, ""array"": {""num"": 1, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""post"": 2, ""get"": 2, ""put"": 1, ""delete"": 1}"
40,Bank_of_Georgia_Payments_1,4,2,4,2,3,8,5,2.0,3.0,4.5,0.0,0.0,"{""object"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 4, ""format"": []}, ""string"": {""num"": 4, ""format"": []}}","{""post"": 1, ""get"": 3}"
41,Courses_2023-10-25,1,2,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,{},"{""get"": 1, ""options"": 1}"
42,Bulk_Roaming_Management_API_1,3,1,3,3,3,29,8,9.666666666666666,2.0,0.0,0.0,0.0,"{""string"": {""num"": 29, ""format"": []}, ""array"": {""num"": 3, ""format"": []}}","{""post"": 3}"
43,cph_sendTransaction_1,1,1,1,0,1,4,4,4.0,0.0,0.0,0.75,0.0,"{""object"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}, ""string"": {""num"": 3, ""format"": []}}","{""post"": 1}"
44,CDC_Digital_1,10,3,10,7,8,25,15,2.5,1.2,0.16,0.0,0.0,"{""string"": {""num"": 18, ""format"": []}, ""object"": {""num"": 3, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}, ""number"": {""num"": 6, ""format"": []}}","{""get"": 8, ""put"": 1, ""post"": 1}"
45,Auction_1,1,2,2,1,2,9,9,4.5,2.0,0.0,0.6666666666666666,0.0,"{""string"": {""num"": 5, ""format"": []}, ""integer"": {""num"": 4, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 1, ""post"": 1}"
46,CovidVaccinationAPI_1,4,3,7,3,5,24,11,3.4285714285714284,1.4285714285714286,0.2448979591836734,0.0,0.0,"{""object"": {""num"": 3, ""format"": []}, ""string"": {""num"": 18, ""format"": []}, ""integer"": {""num"": 6, ""format"": []}}","{""get"": 4, ""post"": 2, ""put"": 1}"
47,Capitl_Group_API_1,1,1,1,1,1,1,1,1.0,3.0,0.0,0.0,0.0,"{""string"": {""num"": 1, ""format"": []}}","{""get"": 1}"
48,AssetWorx_API_4,141,4,172,106,137,639,209,3.7151162790697674,2.7674418604651163,0.4459167117360734,0.0,0.0,"{""object"": {""num"": 30, ""format"": []}, ""string"": {""num"": 366, ""format"": []}, ""integer"": {""num"": 174, ""format"": []}, ""boolean"": {""num"": 28, ""format"": []}, ""number"": {""num"": 73, ""format"": []}}","{""put"": 18, ""post"": 27, ""delete"": 15, ""get"": 112}"
49,CalculatorAPI_0,4,2,4,1,1,1,1,0.25,1.0,0.0,0.0,0.0,"{""integer"": {""num"": 1, ""format"": []}}","{""get"": 2, ""post"": 2}"
50,Client_API_1,24,4,32,20,27,53,21,1.65625,1.84375,0.8818359375,0.0566037735849056,0.0,"{""string"": {""num"": 44, ""format"": [""email""]}, ""object"": {""num"": 12, ""format"": []}, ""integer"": {""num"": 7, ""format"": []}, ""array"": {""num"": 2, ""format"": []}}","{""get"": 13, ""put"": 7, ""post"": 8, ""delete"": 4}"
51,Coegil_Public_API_1,7,3,7,4,7,18,11,2.5714285714285716,3.0,0.8571428571428571,0.0,0.0,"{""object"": {""num"": 4, ""format"": []}, ""string"": {""num"": 18, ""format"": []}}","{""post"": 4, ""get"": 2, ""put"": 1}"
52,Documentação_API_Notificação_2,5,3,6,3,5,15,10,2.5,1.6666666666666667,0.5555555555555556,0.2,0.0,"{""string"": {""num"": 11, ""format"": []}, ""integer"": {""num"": 4, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 3, ""post"": 1, ""put"": 2}"
53,Koywe's_API_REST_documentation_1,14,3,17,11,17,48,24,2.823529411764706,1.411764705882353,0.2422145328719723,0.3958333333333333,0.0,"{""object"": {""num"": 6, ""format"": []}, ""string"": {""num"": 41, ""format"": []}, ""number"": {""num"": 6, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""post"": 6, ""get"": 10, ""delete"": 1}"
54,Calculador_de_Puntaje_de_Comunidad_-_Servicio_2_-_G5_0,1,1,1,0,1,10,8,10.0,1.0,0.0,1.0,0.0,"{""object"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 6, ""format"": []}, ""number"": {""num"": 2, ""format"": []}, ""string"": {""num"": 2, ""format"": []}}","{""post"": 1}"
55,APIBR-SD00099-CorrespondentBank-OI00001_v1,1,1,1,0,1,25,24,25.0,4.0,0.0,0.0,0.0,"{""string"": {""num"": 24, ""format"": []}, ""object"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
56,Autoblogging_API_1,2,1,2,1,1,1,1,0.5,1.5,0.25,0.0,0.0,"{""string"": {""num"": 1, ""format"": []}}","{""get"": 2}"
57,AMP_TA_integration_with_third-party_1C_1,4,2,4,4,4,11,7,2.75,3.0,0.0,0.7272727272727273,0.0909090909090909,"{""string"": {""num"": 8, ""format"": []}, ""object"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}, ""array"": {""num"": 1, ""format"": []}}","{""get"": 3, ""post"": 1}"
58,Comparatio_EDI_1,15,2,15,15,15,123,23,8.2,2.0,0.0,0.048780487804878,0.1219512195121951,"{""string"": {""num"": 107, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}, ""array"": {""num"": 1, ""format"": []}}","{""get"": 14, ""post"": 1}"
59,Run_a_Policy_1,1,1,1,1,1,1,1,1.0,4.0,0.0,0.0,0.0,"{""string"": {""num"": 1, ""format"": []}}","{""post"": 1}"
60,ShoppingCart_Service_1,2,4,4,4,4,15,4,3.75,2.75,0.1875,0.1333333333333333,0.0,"{""integer"": {""num"": 13, ""format"": []}, ""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 2, ""format"": []}}","{""post"": 1, ""get"": 1, ""put"": 1, ""delete"": 1}"
61,Casalar_Dropshipping_API_1,4,3,5,5,5,13,10,2.6,2.4,1.04,0.0,0.0,"{""integer"": {""num"": 7, ""format"": []}, ""string"": {""num"": 7, ""format"": []}}","{""get"": 3, ""delete"": 1, ""post"": 1}"
62,Blackbird_Analytics_1,5,1,5,3,5,63,15,12.6,1.0,0.0,0.0,0.0,"{""object"": {""num"": 5, ""format"": []}, ""string"": {""num"": 56, ""format"": []}}","{""post"": 5}"
63,Dictionaries_API_(UAT)_1,4,3,10,10,10,39,9,3.9,1.4,1.24,0.0,0.0,"{""string"": {""num"": 37, ""format"": []}, ""array"": {""num"": 4, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""get"": 4, ""post"": 2, ""delete"": 4}"
64,pecmen_1,4,2,6,2,4,25,18,4.166666666666667,1.5,0.5833333333333334,0.0,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 25, ""format"": []}}","{""get"": 4, ""post"": 2}"
65,BPDM_Certificate_Management_0,6,2,7,5,7,31,20,4.428571428571429,4.285714285714286,1.0612244897959184,0.0,0.1935483870967742,"{""string"": {""num"": 29, ""format"": [""date-time"", ""uuid""]}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 5, ""post"": 2}"
66,Automation_Config_UI_1,88,4,156,94,118,468,25,3.0,2.3205128205128207,0.8331689677843522,0.0,0.0,"{""integer"": {""num"": 188, ""format"": []}, ""object"": {""num"": 38, ""format"": []}, ""string"": {""num"": 286, ""format"": [""date-time""]}, ""array"": {""num"": 2, ""format"": []}}","{""get"": 72, ""put"": 36, ""post"": 26, ""delete"": 22}"
67,Catchup_API_v4,2,1,2,2,2,3,2,1.5,2.5,0.25,0.0,0.0,"{""string"": {""num"": 3, ""format"": []}}","{""get"": 2}"
68,Api_Channel_Bussines_Banking_User_Unlock_1,5,1,5,0,5,23,8,4.6,2.0,0.0,0.9130434782608696,0.0,"{""string"": {""num"": 23, ""format"": []}, ""object"": {""num"": 5, ""format"": []}}","{""post"": 5}"
69,Mobile_RoA_Applications_1,9,4,13,4,9,81,23,6.230769230769231,1.9230769230769231,0.0710059171597633,0.0,0.0,"{""object"": {""num"": 4, ""format"": []}, ""string"": {""num"": 53, ""format"": []}, ""integer"": {""num"": 26, ""format"": []}, ""array"": {""num"": 2, ""format"": []}}","{""get"": 6, ""post"": 5, ""put"": 1, ""delete"": 1}"
70,APIMRiesgo_1,2,3,3,0,2,2,1,0.6666666666666666,1.0,0.0,0.0,0.0,"{""integer"": {""num"": 4, ""format"": []}}","{""get"": 1, ""put"": 1, ""post"": 1}"
71,Expedientes_Service_1,2,2,2,1,2,14,12,7.0,1.5,0.25,0.0,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 14, ""format"": []}}","{""post"": 1, ""get"": 1}"
72,Challenge_v1,3,3,4,2,3,6,6,1.5,1.0,0.5,0.5,0.0,"{""string"": {""num"": 6, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 2, ""post"": 1, ""delete"": 1}"
73,Admin_Service_API_1,1,1,1,0,1,5,5,5.0,1.0,0.0,0.0,0.0,"{""object"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}, ""string"": {""num"": 3, ""format"": []}}","{""post"": 1}"
74,Simple_Inventory_API_-_Q_1,1,2,2,1,2,9,8,4.5,1.0,0.0,0.6666666666666666,0.0,"{""string"": {""num"": 7, ""format"": [""uuid"", ""url"", ""date-time""]}, ""integer"": {""num"": 2, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 1, ""post"": 1}"
75,Petstore_from_Swagger_on_Lambda_1,14,4,20,12,18,72,19,3.6,2.0,0.3,0.0277777777777777,0.0277777777777777,"{""object"": {""num"": 7, ""format"": []}, ""integer"": {""num"": 23, ""format"": []}, ""string"": {""num"": 44, ""format"": [""binary"", ""date-time""]}, ""array"": {""num"": 4, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""put"": 2, ""post"": 7, ""get"": 8, ""delete"": 3}"
76,Cacao_API_0,1,1,1,1,1,2,2,2.0,1.0,0.0,0.0,0.0,"{""number"": {""num"": 2, ""format"": []}}","{""get"": 1}"
77,Acquisition_service_restful_interface_1,21,3,21,19,19,131,61,6.238095238095238,4.0,1.7142857142857142,0.0,0.0,"{""string"": {""num"": 83, ""format"": [""uuid""]}, ""integer"": {""num"": 17, ""format"": []}, ""object"": {""num"": 3, ""format"": []}, ""number"": {""num"": 10, ""format"": []}, ""boolean"": {""num"": 21, ""format"": []}}","{""get"": 7, ""put"": 12, ""post"": 2}"
78,Cloudonix_API,20,5,42,40,41,182,35,4.333333333333333,3.380952380952381,0.950113378684807,0.2857142857142857,0.0,"{""object"": {""num"": 16, ""format"": []}, ""integer"": {""num"": 11, ""format"": []}, ""string"": {""num"": 151, ""format"": []}, ""boolean"": {""num"": 14, ""format"": []}}","{""get"": 17, ""post"": 9, ""put"": 6, ""delete"": 9, ""patch"": 1}"
79,Candidate_creation_1,1,2,2,1,2,9,8,4.5,1.0,0.0,0.6666666666666666,0.0,"{""string"": {""num"": 6, ""format"": [""uuid"", ""url""]}, ""integer"": {""num"": 3, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 1, ""post"": 1}"
80,Dipbit_Pay_Gateway_API_1,18,2,18,18,18,61,22,3.388888888888889,5.0,0.7777777777777778,0.0,0.1475409836065573,"{""string"": {""num"": 47, ""format"": []}, ""integer"": {""num"": 9, ""format"": []}, ""number"": {""num"": 3, ""format"": []}}","{""post"": 7, ""get"": 11}"
81,CodeTalk_0,7,3,7,0,1,5,5,0.7142857142857143,2.7142857142857144,0.489795918367347,0.0,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 4, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1, ""get"": 5, ""delete"": 1}"
82,ClearCloser_API_1,5,2,5,1,5,117,26,23.4,2.0,0.0,0.0,0.0,"{""string"": {""num"": 98, ""format"": [""email""]}, ""object"": {""num"": 4, ""format"": []}, ""boolean"": {""num"": 6, ""format"": []}}","{""get"": 1, ""post"": 4}"
83,Direct_Delivery_API_1,16,3,21,6,11,95,53,4.523809523809524,2.0952380952380953,0.1814058956916099,0.0,0.1263157894736842,"{""integer"": {""num"": 27, ""format"": []}, ""string"": {""num"": 46, ""format"": []}, ""number"": {""num"": 20, ""format"": []}, ""array"": {""num"": 2, ""format"": []}, ""object"": {""num"": 6, ""format"": []}}","{""get"": 15, ""post"": 5, ""patch"": 1}"
84,Web_3,1,1,1,0,1,5,5,5.0,1.0,0.0,0.0,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 2, ""format"": []}, ""integer"": {""num"": 3, ""format"": []}}","{""post"": 1}"
85,YS_Discounts_1,1,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,{},"{""get"": 1}"
86,Swagger_BZA_1,1,1,1,1,1,1,1,1.0,2.0,0.0,0.0,0.0,"{""string"": {""num"": 1, ""format"": []}}","{""get"": 1}"
87,Cdek_1,5,2,5,2,3,11,10,2.2,2.4,0.24,0.0,0.1818181818181818,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 4, ""format"": []}, ""integer"": {""num"": 6, ""format"": []}}","{""post"": 3, ""get"": 2}"
88,Yourselv_API_v0,7,4,13,7,10,57,19,4.384615384615385,1.5384615384615383,0.2485207100591715,0.7368421052631579,0.0,"{""integer"": {""num"": 23, ""format"": []}, ""object"": {""num"": 5, ""format"": []}, ""string"": {""num"": 20, ""format"": [""uuid""]}, ""boolean"": {""num"": 4, ""format"": []}, ""number"": {""num"": 10, ""format"": []}}","{""get"": 6, ""post"": 3, ""delete"": 2, ""patch"": 2}"
89,Address_Auto-Complete_Service_1,7,1,7,7,7,10,6,1.4285714285714286,2.857142857142857,1.2653061224489797,0.0,0.0,"{""integer"": {""num"": 4, ""format"": []}, ""string"": {""num"": 5, ""format"": []}}","{""get"": 7}"
90,API_de_Medicamentos_Farmaco_1,10,2,11,9,10,16,7,1.4545454545454546,1.9090909090909092,0.6280991735537189,0.0,0.0,"{""string"": {""num"": 15, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}}","{""get"": 10, ""post"": 1}"
91,Altitude_SMS_Certificado_0,1,1,1,0,1,8,8,8.0,1.0,0.0,0.0,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 8, ""format"": []}}","{""post"": 1}"
92,BassKings_API_Documentation_1,1,2,2,1,2,30,27,15.0,1.0,0.0,0.8666666666666667,0.0,"{""string"": {""num"": 22, ""format"": [""uuid""]}, ""integer"": {""num"": 5, ""format"": []}, ""array"": {""num"": 1, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}, ""number"": {""num"": 2, ""format"": []}}","{""get"": 1, ""post"": 1}"
93,AVT24P_1,18,3,29,23,29,91,38,3.1379310344827585,3.7586206896551726,0.4589774078478002,0.6593406593406593,0.1428571428571428,"{""number"": {""num"": 13, ""format"": []}, ""object"": {""num"": 6, ""format"": []}, ""string"": {""num"": 69, ""format"": []}, ""integer"": {""num"": 9, ""format"": []}}","{""get"": 18, ""post"": 6, ""delete"": 5}"
94,AI_엔진_-_라벨링_API_1,1,1,1,0,1,1,1,1.0,1.0,0.0,0.0,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 1, ""format"": []}}","{""post"": 1}"
95,ParaSwap_API_v5_1,4,2,4,3,3,69,39,17.25,1.5,0.25,0.5362318840579711,0.0434782608695652,"{""string"": {""num"": 37, ""format"": []}, ""integer"": {""num"": 15, ""format"": []}, ""boolean"": {""num"": 5, ""format"": []}, ""array"": {""num"": 4, ""format"": []}, ""object"": {""num"": 1, ""format"": []}, ""number"": {""num"": 2, ""format"": []}}","{""get"": 3, ""post"": 1}"
96,CTQ_Print_Info_API_1,2,1,2,0,2,8,6,4.0,1.0,0.0,0.75,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 5, ""format"": []}, ""number"": {""num"": 1, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""post"": 2}"
97,Alert_Search_API_1,1,1,1,0,1,10,9,10.0,1.0,0.0,0.8,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 8, ""format"": []}, ""number"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
98,All_member_gateway_inquiry_profile_1,1,1,1,0,1,4,4,4.0,4.0,0.0,1.0,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 4, ""format"": [""date-time""]}}","{""post"": 1}"
99,Cogni_Api_1,40,5,55,25,46,130,68,2.363636363636364,2.327272727272727,1.2383471074380163,0.0,0.0,"{""string"": {""num"": 122, ""format"": []}, ""object"": {""num"": 30, ""format"": []}, ""number"": {""num"": 3, ""format"": []}}","{""get"": 19, ""patch"": 8, ""post"": 22, ""delete"": 5, ""put"": 1}"
